ID;Link;Name;Type;Stage Parking lot days;Stage Ready for delivery days;Stage Delivery days;Stage Discovery days;Stage New days;Stage ALIGN days;Stage DISCOVER days;Stage CAPTURE days;Stage ROLL OUT days;Stage DELIVER days;Stage Done days;Stage ABANDONED days;Stage Accepted days;Stage discover days;Stage Declined days;Stage Planned days;Stage in progress days;Stage Rolout days;Stage align days;Stage deliver days;Stage capture days;Stage abandoned days;Stage roll out days;Stage Backlog days;Stage In Progress days;Stage Impact days;Stage Acceptance days;Stage Deliver days;Stage In design days;Stage Align days;Stage Discover days;Stage To Do days;Stage In test days;Stage In review days;Stage Release to PROD days;Stage In Design days;Stage Ready for Estimation days;Stage Blocked days;Stage Selected for Development days;Stage Cancelled days;Stage In Acceptance days;Stage In Refinement days;Stage Canceled days;Stage Ready for Development days;Stage Development finished days;Stage READY TO TEST days;Stage Testing in progress days;Stage Testing finished days;Stage Refinement days;Stage Solutioning days;Stage In construction days;Stage dev Finished days;Stage Not Started days;Stage Capture days;Stage Roll Out days;Stage Tech Design days;Stage NEW days;Stage Parking lot start;Stage Ready for delivery start;Stage Delivery start;Stage Discovery start;Stage New start;Stage ALIGN start;Stage DISCOVER start;Stage CAPTURE start;Stage ROLL OUT start;Stage DELIVER start;Stage Done start;Stage ABANDONED start;Stage Accepted start;Stage discover start;Stage Declined start;Stage Planned start;Stage in progress start;Stage Rolout start;Stage align start;Stage deliver start;Stage capture start;Stage abandoned start;Stage roll out start;Stage Backlog start;Stage In Progress start;Stage Impact start;Stage Acceptance start;Stage Deliver start;Stage In design start;Stage Align start;Stage Discover start;Stage To Do start;Stage In test start;Stage In review start;Stage Release to PROD start;Stage In Design start;Stage Ready for Estimation start;Stage Blocked start;Stage Selected for Development start;Stage Cancelled start;Stage In Acceptance start;Stage In Refinement start;Stage Canceled start;Stage Ready for Development start;Stage Development finished start;Stage READY TO TEST start;Stage Testing in progress start;Stage Testing finished start;Stage Refinement start;Stage Solutioning start;Stage In construction start;Stage dev Finished start;Stage Not Started start;Stage Capture start;Stage Roll Out start;Stage Tech Design start;Stage NEW start;Stage Parking lot recurrence;Stage Ready for delivery recurrence;Stage Delivery recurrence;Stage Discovery recurrence;Stage New recurrence;Stage ALIGN recurrence;Stage DISCOVER recurrence;Stage CAPTURE recurrence;Stage ROLL OUT recurrence;Stage DELIVER recurrence;Stage Done recurrence;Stage ABANDONED recurrence;Stage Accepted recurrence;Stage discover recurrence;Stage Declined recurrence;Stage Planned recurrence;Stage in progress recurrence;Stage Rolout recurrence;Stage align recurrence;Stage deliver recurrence;Stage capture recurrence;Stage abandoned recurrence;Stage roll out recurrence;Stage Backlog recurrence;Stage In Progress recurrence;Stage Impact recurrence;Stage Acceptance recurrence;Stage Deliver recurrence;Stage In design recurrence;Stage Align recurrence;Stage Discover recurrence;Stage To Do recurrence;Stage In test recurrence;Stage In review recurrence;Stage Release to PROD recurrence;Stage In Design recurrence;Stage Ready for Estimation recurrence;Stage Blocked recurrence;Stage Selected for Development recurrence;Stage Cancelled recurrence;Stage In Acceptance recurrence;Stage In Refinement recurrence;Stage Canceled recurrence;Stage Ready for Development recurrence;Stage Development finished recurrence;Stage READY TO TEST recurrence;Stage Testing in progress recurrence;Stage Testing finished recurrence;Stage Refinement recurrence;Stage Solutioning recurrence;Stage In construction recurrence;Stage dev Finished recurrence;Stage Not Started recurrence;Stage Capture recurrence;Stage Roll Out recurrence;Stage Tech Design recurrence;Stage NEW recurrence;Project name;Project key;Stage;Stage category;Priority;Labels;Components;CreatedDate;Version;Version release;Parent key;Parent name;Parent type;Parent status;Assignee name;LinksToOutwardKey;LinksToInwardKey;Timeoriginalestimate;Timeestimate;Timespent;AggreagateTimeoriginalestimate;AggreagateTimeestimate;AggreagateTimespent;Workratio;Sprints;Story points;Worklog seconds;Epic account;Epic team;Epic phase key;Initiative key;Initiative name;Initiative type;Initiative quarter;Initiative quarter start end date;Initiative domain;Initiative prio;Initiative townsquare;Initiative dependent on;Team Name;Level Name;Is Completed;Completed Start Date;Completed Year Month;Completed Year Quarter;Now Date;All Analysis Days;All Waiting for Development Days;All Development Days;All Development Days Round Up;All Development Days Round Up to 50;All Waiting for Deployment Days;All Deployment Days;All Cycle Time Days;All Cycle Time Days Round Up;All Cycle Time Days Round Up to 50;Is in Development;Is in Development or Completed;Epic quarter
DEMO63-32;;Q1 Performance Optimization #13;Initiative;;;;;;;28.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-07 20:57:57;;2026-02-07 21:13:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DISCOVER;In Progress;Minor;;;2026-02-07T21:57:57.841+0100;;;;;;;Jules Kral;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;28.9;;;;;;;;;;N;N;
DEMO63-33;;Q2 Security Hardening #13;Initiative;;;;;;;46.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-21 10:19:46;;2026-01-21 10:36:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DISCOVER;In Progress;Major;;;2026-01-21T11:19:46.122+0100;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;EW Navigation Mobile;;;;;Q1 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;46.4;;;;;;;;;;N;N;
DEMO63-34;;Q1 Developer Experience #13;Initiative;;;;;79.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-19 14:23:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;New;To Do;Major;;;2025-12-19T15:23:55.765+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO63-35;;Q2 Analytics Platform #13;Initiative;;;;;79.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-19 14:13:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;New;To Do;Major;;;2025-12-19T15:13:06.625+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO63-36;;Q3 Mobile First #13;Initiative;;;;;;;;;79.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-19 13:55:28;;;;2025-12-19 14:03:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;ROLL OUT;In Progress;Major;;;2025-12-19T14:55:28.239+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;79.2;79.2;80.0;50.0;N;N;
DEMO63-18;;Q3 API Modernization #13;Initiative;;;;;79.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-19 13:43:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;New;To Do;Major;;;2025-12-19T14:43:34.431+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;Q2 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO63-37;;Q4 Scale Infrastructure #13;Initiative;;;;;79.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-19 13:39:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;New;To Do;Major;;;2025-12-19T14:39:50.449+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO63-38;;Q4 Cost Optimization #13;Initiative;;;;;79.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-19 10:47:19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;New;To Do;Major;;;2025-12-19T11:47:19.775+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO63-39;;Q1 Data Migration #13;Initiative;;;;;79.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-19 09:15:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;New;To Do;Major;;;2025-12-19T10:15:41.353+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO63-40;;Q1 Platform Reliability #10;Initiative;;;;;79.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-19 08:50:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;New;To Do;Major;;;2025-12-19T09:50:25.194+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO63-17;;Q3 User Growth #3;Initiative;;;;;80.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-18 09:23:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;New;To Do;Major;;;2025-12-18T10:23:43.865+0100;;;;;;;Toby Xu;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO63-41;;Q2 Compliance Readiness #13;Initiative;;;;;80.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-18 09:18:19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;New;To Do;Major;;;2025-12-18T10:18:19.806+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO63-20;;Q4 Integration Expansion #3;Initiative;;;;;12.9;;80.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-05 12:45:36;;2025-12-18 09:20:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DISCOVER;In Progress;Major;;;2025-12-05T13:45:36.370+0100;;;;;;;Toby Xu;;;;;;;;;-1;;;0;;;;DEMO63-28;Q1 Technical Debt Reduction #12;;Q1 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;80.4;;;;;;;;;;N;N;
DEMO63-42;;Q3 User Growth #13;Initiative;;;;;;;104.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-24 14:30:29;;2025-11-24 14:31:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DISCOVER;In Progress;Major;;;2025-11-24T15:30:29.076+0100;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;;;DEMO63-44;Q1 Technical Debt Reduction #13;;Q2 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;104.2;;;;;;;;;;N;N;
DEMO63-43;;Q4 Integration Expansion #13;Initiative;;;;;;;104.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-24 14:29:26;;2025-11-24 14:29:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DISCOVER;In Progress;Major;;;2025-11-24T15:29:26.034+0100;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;;;DEMO63-44;Q1 Technical Debt Reduction #13;;Q2 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;104.2;;;;;;;;;;N;N;
DEMO63-44;;Q1 Technical Debt Reduction #13;Initiative;;;;;;;104.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-24 14:26:41;;2025-11-24 14:29:38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DISCOVER;In Progress;Major;;;2025-11-24T15:26:41.935+0100;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;;;;;;Q2 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;104.2;;;;;;;;;;N;N;
DEMO63-5;;Q2 Observability #2;Initiative;;;;;;;54.9;;;59.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-14 14:55:23;2025-11-14 14:45:01;;2026-01-08 12:53:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DELIVER;In Progress;Major;;;2025-11-14T15:45:01.088+0100;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;;;;;;Q1 2026;"{""start"":""2026-02-01"",""end"":""2026-02-28""}";;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;54.9;59.3;;;;;;;;;N;N;
DEMO63-45;;Q2 Observability #13;Initiative;;;;;;;;;;138.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-10-21 10:48:55;2025-10-21 10:47:46;;2025-10-21 10:49:02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DELIVER;In Progress;Major;;;2025-10-21T12:47:46.804+0200;;;;;;;Max Smith;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;138.4;;;;;;;;;N;N;
DEMO63-7;;Q1 Performance Optimization #3;Initiative;;;;;;;84.2;;;59.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-18 08:35:31;;;2026-01-08 12:53:24;;2025-12-18 08:34:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DELIVER;In Progress;Major;label-0bdd01,label-2d4ac9,label-6b0ef0;;2025-10-16T11:44:41.076+0200;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;EW Navigation Mobile;;;;;Q1 2026;"{""start"":""2026-03-01"",""end"":""2026-03-31""}";;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;84.2;59.3;;;;;;;;;N;N;
DEMO63-23;;Q1 Platform Reliability #4;Initiative;;;;;;;;;;145.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-10-14 06:37:36;;2025-10-14 06:40:19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DELIVER;In Progress;Major;label-f7d363,label-7f3aa3,label-c76dd6;;2025-10-14T08:37:36.187+0200;;;;;;;Toby Xu;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;145.5;;;;;;;;;N;N;
DEMO63-14;;Q1 Platform Reliability #14;Initiative;;;;;;;;150.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-10-09 09:59:39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;CAPTURE;To Do;Major;;;2025-10-09T11:59:39.624+0200;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO63-24;;Q2 Customer Onboarding Revamp #14;Initiative;;;;;;;;;100.1;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-09-23 15:58:15;2025-11-28 15:57:47;2025-09-23 15:58:27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;ROLL OUT;In Progress;Major;;;2025-09-23T17:58:15.330+0200;;;;;;;Noel Taylor;;;;;;;;;-1;;;0;;;;;;;Q4 2025;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;66.0;;;;;100.1;100.1;101.0;50.0;N;N;
DEMO63-2;;Q1 Performance Optimization #14;Initiative;;;;;;27.9;;;;138.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-09-23 14:25:14;;2025-09-23 14:18:41;;2025-10-21 11:50:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DELIVER;In Progress;Major;label-e0c6c7;;2025-09-23T16:18:41.064+0200;;;;;;;Noel Taylor;;;;;;;;;-1;;;0;;;;;;;;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;27.9;138.3;;;;;;;;;N;N;
DEMO63-46;;Q2 Security Hardening #14;Initiative;;;;;;;;178.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-09-11 14:03:53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;CAPTURE;To Do;Major;;;2025-09-11T16:03:53.939+0200;;;;;;;;;;;;;;;;-1;;;0;;EW Navigation Mobile;;;;;;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO63-47;;Q1 Developer Experience #14;Initiative;;;;;;;109.1;77.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-19 16:04:12;2025-09-03 07:43:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DISCOVER;In Progress;Major;;;2025-09-03T09:43:51.715+0200;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;;;DEMO63-5;Q2 Observability #2;;;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;109.1;;;;;;;;;;N;N;
DEMO63-11;;Q3 Mobile First #3;Initiative;103.8;;;10.9;;;90.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-28 18:56:53;;;2025-08-19 10:09:37;;;2025-08-30 08:54:08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;Parking lot;To Do;Major;;;2025-08-15T17:45:41.562+0200;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;EW Navigation Mobile;;;;;;"{""start"":""2025-10-01"",""end"":""2025-12-31""}";;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;101.3;;;;;;;;;;N;N;
DEMO63-10;;Q1 Developer Experience #3;Initiative;4.1;;27.1;8.1;;;;;;56.7;109.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-09-23 14:36:00;;2025-08-27 11:43:42;2025-08-19 10:05:20;;;;;;2025-09-23 14:36:06;2025-11-19 07:30:07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;1.0;1.0;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;Done;Done;Major;;;2025-08-15T09:32:12.047+0200;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;EW Navigation Mobile;;;;;Q4 2025;"{""start"":""2025-10-01"",""end"":""2025-12-31""}";;;;;Disco;L3 - Initiatives;Y;2025-11-19 07:30:07;2025-11;2025-Q4;2026-03-08T20:56:22.373+01:00;8.1;56.7;27.1;28.0;28.0;;;27.1;28.0;28.0;N;Y;
DEMO63-1;;Q3 API Modernization;Initiative;43.1;;;;;;118.0;;;59.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-07-31 09:52:12;;;;;;2025-09-12 13:23:44;;;2026-01-08 12:53:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DELIVER;In Progress;Major;;;2025-07-31T11:52:12.157+0200;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;EW Navigation Mobile;;DEMO63-50;Q3 API Modernization #14;;Q1 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;118.0;59.3;;;;;;;;;N;N;
DEMO63-22;;Q2 Observability #3;Initiative;;;49.2;40.8;;;;;;166.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-09-23 14:47:54;;2025-08-05 10:05:56;2025-06-25 15:17:13;;;;;;2025-09-23 14:48:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;1.0;1.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Admin Portal;DEMO63;DELIVER;In Progress;Major;label-86eb0a;;2025-06-25T17:17:01.684+0200;;;;;;;Toby Xu;;;;;;;;;-1;;;0;;Navigation Engine Core SDK;;DEMO63-15;Q1 Data Migration #3;;Q1 2026;;;;;;Disco;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;40.8;166.2;49.2;50.0;50.0;;;49.2;50.0;50.0;Y;Y;
