ID;Link;Name;Type;Stage Parking lot days;Stage Ready for delivery days;Stage Delivery days;Stage Discovery days;Stage New days;Stage ALIGN days;Stage DISCOVER days;Stage CAPTURE days;Stage ROLL OUT days;Stage DELIVER days;Stage Done days;Stage ABANDONED days;Stage Accepted days;Stage discover days;Stage Declined days;Stage Planned days;Stage in progress days;Stage Rolout days;Stage align days;Stage deliver days;Stage capture days;Stage abandoned days;Stage roll out days;Stage Backlog days;Stage In Progress days;Stage Impact days;Stage Acceptance days;Stage Deliver days;Stage In design days;Stage Align days;Stage Discover days;Stage To Do days;Stage In test days;Stage In review days;Stage Release to PROD days;Stage In Design days;Stage Ready for Estimation days;Stage Blocked days;Stage Selected for Development days;Stage Cancelled days;Stage In Acceptance days;Stage In Refinement days;Stage Canceled days;Stage Ready for Development days;Stage Development finished days;Stage READY TO TEST days;Stage Testing in progress days;Stage Testing finished days;Stage Refinement days;Stage Solutioning days;Stage In construction days;Stage dev Finished days;Stage Not Started days;Stage Capture days;Stage Roll Out days;Stage Tech Design days;Stage NEW days;Stage Parking lot start;Stage Ready for delivery start;Stage Delivery start;Stage Discovery start;Stage New start;Stage ALIGN start;Stage DISCOVER start;Stage CAPTURE start;Stage ROLL OUT start;Stage DELIVER start;Stage Done start;Stage ABANDONED start;Stage Accepted start;Stage discover start;Stage Declined start;Stage Planned start;Stage in progress start;Stage Rolout start;Stage align start;Stage deliver start;Stage capture start;Stage abandoned start;Stage roll out start;Stage Backlog start;Stage In Progress start;Stage Impact start;Stage Acceptance start;Stage Deliver start;Stage In design start;Stage Align start;Stage Discover start;Stage To Do start;Stage In test start;Stage In review start;Stage Release to PROD start;Stage In Design start;Stage Ready for Estimation start;Stage Blocked start;Stage Selected for Development start;Stage Cancelled start;Stage In Acceptance start;Stage In Refinement start;Stage Canceled start;Stage Ready for Development start;Stage Development finished start;Stage READY TO TEST start;Stage Testing in progress start;Stage Testing finished start;Stage Refinement start;Stage Solutioning start;Stage In construction start;Stage dev Finished start;Stage Not Started start;Stage Capture start;Stage Roll Out start;Stage Tech Design start;Stage NEW start;Stage Parking lot recurrence;Stage Ready for delivery recurrence;Stage Delivery recurrence;Stage Discovery recurrence;Stage New recurrence;Stage ALIGN recurrence;Stage DISCOVER recurrence;Stage CAPTURE recurrence;Stage ROLL OUT recurrence;Stage DELIVER recurrence;Stage Done recurrence;Stage ABANDONED recurrence;Stage Accepted recurrence;Stage discover recurrence;Stage Declined recurrence;Stage Planned recurrence;Stage in progress recurrence;Stage Rolout recurrence;Stage align recurrence;Stage deliver recurrence;Stage capture recurrence;Stage abandoned recurrence;Stage roll out recurrence;Stage Backlog recurrence;Stage In Progress recurrence;Stage Impact recurrence;Stage Acceptance recurrence;Stage Deliver recurrence;Stage In design recurrence;Stage Align recurrence;Stage Discover recurrence;Stage To Do recurrence;Stage In test recurrence;Stage In review recurrence;Stage Release to PROD recurrence;Stage In Design recurrence;Stage Ready for Estimation recurrence;Stage Blocked recurrence;Stage Selected for Development recurrence;Stage Cancelled recurrence;Stage In Acceptance recurrence;Stage In Refinement recurrence;Stage Canceled recurrence;Stage Ready for Development recurrence;Stage Development finished recurrence;Stage READY TO TEST recurrence;Stage Testing in progress recurrence;Stage Testing finished recurrence;Stage Refinement recurrence;Stage Solutioning recurrence;Stage In construction recurrence;Stage dev Finished recurrence;Stage Not Started recurrence;Stage Capture recurrence;Stage Roll Out recurrence;Stage Tech Design recurrence;Stage NEW recurrence;Project name;Project key;Stage;Stage category;Priority;Labels;Components;CreatedDate;Version;Version release;Parent key;Parent name;Parent type;Parent status;Assignee name;LinksToOutwardKey;LinksToInwardKey;Timeoriginalestimate;Timeestimate;Timespent;AggreagateTimeoriginalestimate;AggreagateTimeestimate;AggreagateTimespent;Workratio;Sprints;Story points;Worklog seconds;Epic account;Epic team;Epic phase key;Initiative key;Initiative name;Initiative type;Initiative quarter;Initiative quarter start end date;Initiative domain;Initiative prio;Initiative townsquare;Initiative dependent on;Team Name;Level Name;Is Completed;Completed Start Date;Completed Year Month;Completed Year Quarter;Now Date;All Analysis Days;All Waiting for Development Days;All Development Days;All Development Days Round Up;All Development Days Round Up to 50;All Waiting for Deployment Days;All Deployment Days;All Cycle Time Days;All Cycle Time Days Round Up;All Cycle Time Days Round Up to 50;Is in Development;Is in Development or Completed;Epic quarter
DEMO08-1699;;Build admin console #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-27 07:57:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;label-6614e0;;2026-02-27T08:57:35.726+0100;EETS NL operations readiness;2026-06-01;;;;;;;;;;;;;;-1;;;0;PROJ-X - Demo Portal Toll Services;SAP Gamma;;DEMO58-5;Q4 Integration Expansion;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1700;;Migrate to microservices #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-27 07:57:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;label-6614e0;;2026-02-27T08:57:34.978+0100;EETS NL operations readiness;2026-06-01;;;;;;;;;;;;;;-1;;;0;PROJ-X - Demo Portal Toll Services;SAP Gamma;;DEMO58-5;Q4 Integration Expansion;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1701;;Implement rate limiting #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-27 07:57:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;label-6614e0;;2026-02-27T08:57:31.838+0100;EETS NL operations readiness;2026-06-01;;;;;;;;;;;;;;-1;;;0;PROJ-X - Demo Portal Toll Services;SAP Gamma;;DEMO58-5;Q4 Integration Expansion;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1702;;Add webhook support #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-27 07:57:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;label-6614e0;;2026-02-27T08:57:30.959+0100;EETS NL operations readiness;2026-06-01;;;;;;;;;;;;;;-1;;;0;PROJ-X - Demo Portal Toll Services;SAP Gamma;;DEMO58-5;Q4 Integration Expansion;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1703;;Build user preferences #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-27 07:57:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;label-6614e0;;2026-02-27T08:57:29.062+0100;EETS NL operations readiness;2026-06-01;;;;;;;;;;;;;;-1;;;0;PROJ-X - Demo Portal Toll Services;SAP Gamma;;DEMO58-5;Q4 Integration Expansion;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1704;;Implement search indexing #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-25 18:29:17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;label-f9d119,label-b9fdc1;;2026-02-25T19:29:17.117+0100;;;;;;;Reese Vasquez;;;;;;;;;-1;;;0;PROJ-X - Demo Portal Toll Services;;;DEMO58-7;Q2 Observability;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1705;;Add export functionality #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;6.2;;;;;;;;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-03-02 14:11:24;;;;;;;;2026-02-24 09:25:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;label-5bb11d;Transactions;2026-02-24T10:25:10.283+0100;;;;;;;Toby Xu;;;;;3600.0;;;3600.0;-1;;;3600;PROJ-X - Demo Portal Toll Services;Toll Transaction;;;;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1706;;Build onboarding wizard #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;16.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-19 20:40:27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;label-462894,label-e47cf2;;2026-02-19T21:40:27.841+0100;EETS NL - full go-live;2026-07-01;;;;;;;;;;;;;;-1;;;0;PROJ-X - Demo Portal EETS NL;;;DEMO58-5;Q4 Integration Expansion;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1642;;Add distributed tracing #3;Epic;;;;;;;;;;;;;;;;;;;;;;;;17.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-19 10:47:08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;;;2026-02-19T11:47:08.108+0100;;;;;;;Taylor Garcia;;;;;;;;76500.0;-1;;;0;PROJ-X - Demo Portal Toll Services;Toll DevOps;;;;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1625;;Build integration tests #3;Epic;;;;;;;;;;;;;;;;;;;;;;;;;17.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-19 10:44:52;2026-02-19 10:45:13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;In Progress;In Progress;Minor;;;2026-02-19T11:44:52.604+0100;;;;;;;Taylor Garcia;;;;;13500.0;;;144900.0;-1;;;13500;PROJ-X - Demo Portal Toll Services;Toll DevOps;;;;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;17.4;18.0;18.0;;;17.4;18.0;18.0;Y;Y;
DEMO08-1623;;Implement role-based access #3;Epic;;;;;;;;;;;;;;;;;;;;;;;;6.7;11.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-18 17:19:15;2026-02-25 10:33:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;In Progress;In Progress;Minor;label-6614e0;;2026-02-18T18:19:15.095+0100;EETS NL E2E + MapMatching readiness (C);2026-05-11;;;;;Jamie Park;;;;;;;;550800.0;-1;;;0;PROJ-X - Demo Portal Toll Services;Toll Road Data Processing - Onions;;DEMO58-5;Q4 Integration Expansion;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;11.4;12.0;12.0;;;11.4;12.0;12.0;Y;Y;
DEMO08-1629;;Implement retry logic #3;Epic;;;;;;;;;;;;;;;;;;;;;;;;18.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-18 13:40:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Major;label-fa687c;;2026-02-18T14:40:11.799+0100;;;;;;;Sage Wilson;;;;;;;;3600.0;-1;;;0;PROJ-X - Demo Portal Toll Services;Toll Transaction;;;;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1624;;Add bulk operations #3;Epic;;;;;;;;;;;;;;;;;;;;;;;;24.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-12 14:23:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Critical;label-412363;GRDP;2026-02-12T15:23:35.756+0100;;;;;;;Jamie Park;;;;;;;;11700.0;-1;"[""{""id"":4530,""name"":""Toll GPS 2026/S5"",""state"":""active"",""boardId"":694,""goal"":""Continuing in EETS NL and preparation for B2 testsnnPreparation for PLnnPreparation for T-systems analysis (BE CO2)"",""startDate"":""2026-02-26T11:15:22.000Z"",""endDate"":""2026-03-12T09:00:00.000Z""}"",""{""id"":3884,""name"":""Toll GPS 2026/S4"",""state"":""closed"",""boardId"":694,""goal"":""Sprint Goal: BG CO2 production readiness, NL certification support and continue with cert readiness levelnnHU add heading to GPS"",""startDate"":""2026-02-12T10:31:17.000Z"",""endDate"":""2026-02-26T09:00:00.000Z"",""completeDate"":""2026-02-26T11:08:35.166Z""}""]";;0;PROJ-X - Demo Portal Toll Services;Toll Road Data Processing;;;;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1707;;Implement role-based access #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;32.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-04 10:36:28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Major;label-eff029,label-a01485;GRDP;2026-02-04T11:36:28.871+0100;;;;;;;Jamie Park;;;;;;;;;-1;;;0;PROJ-X - Demo Portal EETS Poland;Toll Road Data Processing;;DEMO58-8;Q1 Platform Reliability #2;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1708;;Add bulk operations #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;34.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-02 13:05:39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;;;2026-02-02T14:05:39.135+0100;;;;;;;;;;;;;;;;-1;;;0;PROJ-X - Demo Portal Toll Services;;;;;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1709;;Build integration tests #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;34.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-02 12:43:42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;label-7474aa;;2026-02-02T13:43:42.177+0100;;;;;;;;;;;;;;;;-1;;;0;PROJ-X - Demo Portal Toll Services;Toll Provisioning;;DEMO58-8;Q1 Platform Reliability #2;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1710;;Implement data validation #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;37.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-30 12:37:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;;;2026-01-30T13:37:10.271+0100;;;;;;;Jamie Park;;;1152000.0;1152000.0;;1152000.0;1152000.0;;0;;;0;PROJ-X - Demo Portal Toll Services;Toll Road Data Processing;;DEMO58-8;Q1 Platform Reliability #2;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1711;;Add error tracking #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;37.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-30 11:38:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;label-462894,label-b471a1;;2026-01-30T12:38:15.079+0100;EETS NL E2E + MapMatching readiness (C);2026-05-11;;;;;;;;;;;;;;-1;;;0;PROJ-X - Demo Portal EETS NL;Toll RDW Transactions;;DEMO58-5;Q4 Integration Expansion;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1613;;Implement caching layer #3;Epic;;;;;;;;;;;;;;;;;;;;;;;;38.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-29 11:55:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;;;2026-01-29T12:55:55.716+0100;;;;;;;Noel Taylor;;;;;;;;;-1;;;0;PROJ-X - Demo Portal Toll Services;;;DEMO58-9;Q2 Customer Onboarding Revamp #2;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1614;;Add audit logging #3;Epic;;;;;;;;;;;;;;;;;;;;;;;;38.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-29 08:12:22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;label-2bbe59,label-565062;;2026-01-29T09:12:22.029+0100;;;;;;;;;;;;;;;3735000.0;-1;;;0;PROJ-X - Demo Portal Toll Services;;;;;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1643;;Build service mesh #3;Epic;;;;;;;;;;;;;;;;;;;;;;;;38.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-29 06:22:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;;;2026-01-29T07:22:15.251+0100;;;;;;;Taylor Garcia;;;;;5400.0;;;231300.0;-1;;;5400;PROJ-X - Demo Portal Toll Services;Toll DevOps;;;;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1653;;Implement caching layer #4;Epic;;;;;;;;;;;;;;;;;;;;;;;;7.3;;;;;;;;;;;;;;31.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-29 06:18:36;;;;;;;;;;;;;;2026-02-05 12:40:13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Blocked;In Progress;Minor;;;2026-01-29T07:18:36.370+0100;;;;;;;Taylor Garcia;;;;;28800.0;;;103500.0;-1;;;28800;PROJ-X - Demo Portal Toll Services;Toll DevOps;;;;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1620;;Implement search indexing #3;Epic;;;;;;;;;;;;;;;;;;;;;;;;38.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-29 06:09:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;;Toll Platform;2026-01-29T07:09:30.997+0100;;;;;;;;;;;;;;;61200.0;-1;;;0;PROJ-X - Demo Portal Toll Services;Toll DevOps;;;;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1654;;Add audit logging #4;Epic;;;;;;;;;;;13.3;;;;;;;;;;;;;25.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-23 12:48:41;;;;;;;;;;;;;2026-01-29 06:07:19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Done;Done;Minor;;;2026-01-29T07:07:19.058+0100;;;;;;;Taylor Garcia;;;;;;;;900.0;-1;;;0;PROJ-X - Demo Portal Toll Services;Toll DevOps;;;;;;;;;;;Toll;L2 - Epics;Y;2026-02-23 12:48:41;2026-02;2026-Q1;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;Y;
DEMO08-1645;;Migrate to new payment provider #4;Epic;;;;;;;;;;;;;;;;;;;;;;;;38.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-29 06:05:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;;Toll Platform;2026-01-29T07:05:45.345+0100;;;;;;;Taylor Garcia;;;;;49500.0;;;203100.0;-1;;;49500;PROJ-X - Demo Portal Toll Services;Toll DevOps;;;;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1712;;Build health check endpoints #27;Epic;;;;;;;;;;;;;;;;;;;;;;;;39.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-28 14:28:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Minor;label-462894,label-b471a1;;2026-01-28T15:28:30.398+0100;EETS NL - full go-live;2026-07-01;;;;;;;;;;;;;;-1;;;0;PROJ-X - Demo Portal EETS NL;Toll RDW Transactions;;DEMO58-5;Q4 Integration Expansion;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO08-1627;;Add error tracking #3;Epic;;;;;;;;;;;;;;;;;;;;;;;;36.4;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-03-02 12:13:19;2026-02-27 17:48:44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;Backlog;To Do;Critical;label-7474aa;Transactions;2026-01-28T15:16:16.145+0100;;;;;;;;;;288000.0;288000.0;;288000.0;288000.0;21600.0;0;;;0;PROJ-X - Demo Portal EETS Poland;Toll RDW Transactions;;DEMO58-8;Q1 Platform Reliability #2;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;2.8;3.0;3.0;;;2.8;3.0;3.0;Y;Y;
DEMO08-1604;;Improve login performance #3;Epic;;;;;;;;;;;;;;;;;;;;;;;;22.5;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-28 07:50:47;2026-02-19 19:16:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search Service;DEMO08;In Progress;In Progress;Major;;;2026-01-28T08:50:47.600+0100;EETS PL Backoffice compatibility readiness;2026-07-01;;;;;Noel Taylor;;;;;18000.0;;;410400.0;-1;;;18000;PROJ-X - Demo Portal Toll Services;Toll Map Matching;;DEMO58-5;Q4 Integration Expansion;;;;;;;;Toll;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;17.0;17.0;17.0;;;17.0;17.0;17.0;Y;Y;
